,Timestamps,Number of Bursts,ISIn,IRT,MI,CMA,RS,PS
45,2785,288,0.0,0.0,0.0,0.0,0.0,0.0
46,3221,310,0.0,0.0,0.0,0.0,0.0,0.0
47,3103,303,0.0,0.0,0.0,0.0,0.0,0.0
48,2946,300,0.0,0.0,0.0,0.0,0.0,0.0
49,2886,287,0.0,0.0,0.0,0.0,0.0,0.0
50,3274,328,0.0,0.0,0.0,0.0,0.0,0.0
51,2813,280,0.0,0.0,0.0,0.0,0.0,0.0
52,2522,264,0.0,0.0,0.0,0.0,0.0,0.0
53,2852,298,0.0,0.0,0.0,0.0,0.0,0.0
54,2893,294,0.0,0.0,0.0,0.0,0.0,0.0
55,3184,308,0.0,0.0,0.0,0.0,0.0,0.0
56,2780,287,0.0,0.0,0.0,0.0,0.0,0.0
57,3204,322,0.0,0.0,0.0,0.0,0.0,0.0
58,3029,301,0.0,0.0,0.0,0.0,0.0,0.0
59,2932,295,0.0,0.0,0.0,0.0,0.0,0.0
60,3166,315,0.0,0.0,0.0,0.0,0.0,0.0
61,2736,275,0.0,0.0,0.0,0.0,0.0,0.0
62,3012,300,0.0,0.0,0.0,0.0,0.0,0.0
63,2837,286,0.0,0.0,0.0,0.0,0.0,0.0
64,2856,279,0.0,0.0,0.0,0.0,0.0,0.0
65,2788,278,0.0,0.0,0.0,0.0,0.0,0.0
66,3080,315,0.0,0.0,0.0,0.0,0.0,0.0
67,2870,290,0.0,0.0,0.0,0.0,0.0,0.0
68,3235,320,0.0,0.0,0.0,0.0,0.0,0.0
69,2602,257,0.0,0.0,0.0,0.0,0.0,0.0
70,2951,287,0.0,0.0,0.0,0.0,0.0,0.0
71,3140,315,0.0,0.0,0.0,0.0,0.0,0.0
72,3309,327,0.0,0.0,0.0,0.0,0.0,0.0
73,3058,299,0.0,0.0,0.0,0.0,0.0,0.0
74,2959,293,0.0,0.0,0.0,0.0,0.0,0.0
75,3066,306,0.0,0.0,0.0,0.0,0.0,0.0
76,3059,305,0.0,0.0,0.0,0.0,0.0,0.0
77,3152,310,0.0,0.0,0.0,0.0,0.0,0.0
78,2973,296,0.0,0.0,0.0,0.0,0.0,0.0
79,3018,298,0.0,0.0,0.0,0.0,0.0,0.0
80,2618,263,0.0,0.0,0.0,0.0,0.0,0.0
81,3170,313,0.0,0.0,0.0,0.0,0.0,0.0
82,3090,312,0.0,0.0,0.0,0.0,0.0,0.0
83,2917,294,0.0,0.0,0.0,0.0,0.0,0.0
84,2881,284,0.0,0.0,0.0,0.0,0.0,0.0
85,2920,286,0.0,0.0,0.0,0.0,0.0,0.0
86,3093,304,0.0,0.0,0.0,0.0,0.0,0.0
87,3043,307,0.0,0.0,0.0,0.0,0.0,0.0
88,2803,284,0.0,0.0,0.0,0.0,0.0,0.0
89,2863,291,0.0,0.0,0.0,0.0,0.0,0.0
90,2673,264,0.0,0.0,0.0,0.0,0.0,0.0
91,2937,295,0.0,0.0,0.0,0.0,0.0,0.0
92,2947,290,0.0,0.0,0.0,0.0,0.0,0.0
93,3025,303,0.0,0.0,0.0,0.0,0.0,0.0
94,2754,276,0.0,0.0,0.0,0.0,0.0,0.0
95,2812,284,0.0,0.0,0.0,0.0,0.0,0.0
96,2929,297,0.0,0.0,0.0,0.0,0.0,0.0
97,2930,285,0.0,0.0,0.0,0.0,0.0,0.0
98,3174,316,0.0,0.0,0.0,0.0,0.0,0.0
99,2832,282,0.0,0.0,0.0,0.0,0.0,0.0
