,Timestamps,Number of Bursts,ISIn,IRT,MI,CMA,RS,PS
0,2794,279,0.06012884753042233,0.2866857551896922,0.9917680744452398,0.05583392984967788,0.0,0.07766642806012884
1,3053,310,0.6338028169014085,0.24729773992793974,0.9927939731411726,0.4998362266622994,0.01965280052407468,0.1048149361283983
2,2948,283,0.0,0.25474898236092264,0.9966078697421981,0.0,0.14925373134328357,0.0844640434192673
3,3009,302,0.9006314390162845,0.19707544034562977,0.9930209371884346,0.7706879361914257,0.16051844466600199,0.09970089730807577
4,3229,323,0.0,0.25704552493031896,0.9758439145246206,0.0,0.0,0.001548467017652524
5,3181,313,0.0,0.15906947500785917,0.9908833700094309,0.0,0.0,0.10122602955045583
6,2893,293,0.0,0.20739716557207052,0.9913584514344971,0.0,0.0,0.0808848945731075
7,2926,290,0.9846206425153794,0.2508544087491456,0.992822966507177,0.9617224880382775,0.0,0.10423786739576213
8,3035,302,0.0,0.2695222405271829,0.9957166392092257,0.0,0.0,0.11103789126853378
9,3269,318,0.5013765677577241,0.2676659528907923,0.9960232486999082,0.27990211073722854,0.0,0.08473539308657081
10,2964,294,0.02564102564102564,0.2682186234817814,0.9767206477732794,0.0,0.0,0.0951417004048583
11,3144,310,0.0,0.227735368956743,0.9961832061068703,0.0,0.0,0.10368956743002544
12,3021,304,0.0,0.24627606752730885,0.9923866269447202,0.0,0.0,0.1055941741145316
13,2865,295,0.0,0.22722513089005236,0.9944153577661431,0.0,0.0,0.07643979057591622
14,2840,280,0.21619718309859154,0.2869718309859155,0.9911971830985915,0.17253521126760563,0.0,0.08556338028169014
15,3132,314,0.0,0.2541507024265645,0.9907407407407407,0.0,0.0,0.0031928480204342275
16,2939,299,0.0,0.3371895202449813,0.9965974821367812,0.0,0.0,0.06192582511058183
17,3155,324,0.0,0.2925515055467512,0.9866877971473851,0.0,0.0,0.001901743264659271
18,2755,277,0.42540834845735026,0.20871143375680581,0.9843920145190562,0.26823956442831215,0.0,0.08929219600725953
19,2798,283,0.8252323087919943,0.17262330235882772,0.9932094353109364,0.7451751250893496,0.0,0.09578270192994996
20,2880,283,0.0,0.28020833333333334,0.9940972222222222,0.8229166666666666,0.0,0.09340277777777778
21,3231,324,0.48653667595171773,0.2819560507582792,0.9947384710615909,0.0,0.10584958217270195,0.08232745280099041
22,3178,313,0.0,0.2278162366268093,0.9883574575204531,0.0,0.0,0.07929515418502203
23,2990,298,0.0,0.21003344481605352,0.9963210702341138,0.0,0.0,0.08729096989966555
24,2904,286,0.9256198347107438,0.25447658402203854,0.990358126721763,0.7985537190082644,0.0,0.09297520661157024
25,3021,307,0.0,0.2664680569347898,0.9894074809665674,0.0,0.0,0.08904336312479312
26,3073,298,0.3127237227465018,0.2342987308818744,0.9957696062479662,0.2271396029938171,0.0,0.10152945004881224
27,3097,302,0.0,0.25670003228931226,0.9874071682273168,0.0,0.0,0.10397158540523087
28,2974,304,0.0,0.2296570275722932,0.9949562878278413,0.8032952252858103,0.0,0.09515803631472763
29,2922,291,0.0,0.216290212183436,0.9729637234770705,0.0,0.0,0.10403832991101986
30,2989,294,0.5456674473067916,0.21779859484777517,0.9933087989294078,0.5048511207761793,0.0,0.09434593509534961
31,3035,306,0.0,0.20922570016474465,0.9914332784184514,0.0,0.12322899505766062,0.08039538714991763
32,3032,296,0.0,0.22394459102902375,0.9953825857519789,0.0,0.0,0.10158311345646438
33,2861,285,0.0,0.24886403355470116,0.9940580216707445,0.0,0.0,0.0894792030758476
34,2657,261,0.8885961610839292,0.24576590139254798,0.9977418140760256,0.7248776815957847,0.0,0.08317651486639066
35,3042,296,0.0,0.21071663379355687,0.9845496383957922,0.0,0.1242603550295858,0.0831689677843524
36,2777,279,0.0,0.17861001080302485,0.9931580842635938,0.0,0.02844796543032049,0.07706157724162765
37,3018,292,0.9085487077534792,0.23591782637508282,0.9837640821736249,0.634857521537442,0.0,0.062292909211398274
38,2905,289,0.21273666092943203,0.2296041308089501,0.985197934595525,0.16901893287435457,0.0,0.11325301204819277
39,2807,284,0.1638760242251514,0.2212326327039544,0.9704310651941574,0.056287851799073745,0.09369433558959743,0.09725685785536159
40,2800,283,0.0,0.26785714285714285,0.9835714285714285,0.0,0.0,0.09714285714285714
41,3205,322,0.0,0.23463338533541342,0.9965678627145086,0.0,0.0,0.08081123244929797
42,3312,329,0.0,0.23128019323671498,0.9782608695652174,0.0,0.0232487922705314,0.10628019323671498
43,3008,304,0.0,0.26695478723404253,0.9933510638297872,0.0,0.0,0.10438829787234043
44,3038,319,0.0,0.3008558262014483,0.990125082290981,0.0,0.0,0.0
45,2785,288,0.0,0.25385996409335726,0.9903052064631956,0.0,0.16552962298025134,0.0850987432675045
46,3221,310,0.8593604470661286,0.26482458863706926,0.9959639863396461,0.8401117665321329,0.0,0.10152126668736418
47,3103,303,0.9429584273283919,0.21946503383822108,0.985175636480825,0.40348050273928454,0.0,0.09893651305188528
48,2946,300,0.9049558723693143,0.21079429735234215,0.9898167006109979,0.8560760353021045,0.0,0.006788866259334691
49,2886,287,0.2803187803187803,0.2512127512127512,0.997920997920998,0.1774081774081774,0.034996534996534996,0.10395010395010396
50,3274,328,0.0,0.23121563836285888,0.9886988393402566,0.7125839951130116,0.0,0.02657299938912645
51,2813,280,0.9388553146107359,0.289726270885176,0.9943121222893708,0.740846071809456,0.0,0.11091361535726982
52,2522,264,0.0,0.2105471847739889,0.9908802537668517,0.0,0.0,0.07454401268834258
53,2852,298,0.9817671809256662,0.21633941093969145,0.9905329593267882,0.905680224403927,0.0,0.07608695652173914
54,2893,294,0.0,0.24127203594884203,0.9913584514344971,0.0,0.0,0.09816799170411337
55,3184,308,0.8966708542713567,0.2135678391959799,0.9833542713567839,0.8787688442211056,0.0,0.052763819095477386
56,2780,287,0.7237410071942446,0.25719424460431656,0.9920863309352518,0.6194244604316547,0.16330935251798562,0.09388489208633094
57,3204,322,0.0,0.3030586766541823,0.9909488139825219,0.0,0.0,0.09051186017478152
58,3029,301,0.0,0.22713766919775502,0.9937273027401783,0.0,0.0,0.10333443380653681
59,2932,295,0.0,0.2179399727148704,0.992837653478854,0.0,0.12687585266030013,0.08867667121418826
60,3166,315,0.0,0.262792166771952,0.9883133291219204,0.0,0.0,0.08275426405559065
61,2736,275,0.0,0.25219298245614036,0.9926900584795322,0.0,0.0,0.09210526315789473
62,3012,300,0.0,0.25066401062417,0.9737715803452855,0.0,0.14409030544488713,0.08233731739707835
63,2837,286,0.7814592879802609,0.2587240042298202,0.99682763482552,0.7264716249559394,0.0,0.08212900951709552
64,2856,279,0.0,0.2619047619047619,0.9929971988795518,0.0,0.0,0.09628851540616247
65,2788,278,0.0,0.23385939741750358,0.9881635581061693,0.9246771879483501,0.0,0.09720229555236728
66,3080,315,0.0,0.2305194805194805,0.9941558441558441,0.4029220779220779,0.0,0.08376623376623377
67,2870,290,0.0,0.21637630662020907,0.9965156794425087,0.0,0.11498257839721254,0.09825783972125436
68,3235,320,0.0,0.26027820710973726,0.9969088098918083,0.0,0.0,0.09397217928902628
69,2602,257,0.0,0.29093005380476555,0.9942352036894696,0.0,0.101076095311299,0.02959262106072252
70,2951,287,0.20060996272450016,0.26736699423924093,0.9935615045747205,0.1928159945781091,0.0,0.03287021348695358
71,3140,315,0.0,0.2318471337579618,0.9958598726114649,0.0,0.0,0.08630573248407643
72,3309,327,0.0,0.28437594439407676,0.9897249924448474,0.0,0.08401329706860079,0.10305228165608946
73,3058,299,0.0,0.2262916939175932,0.9964028776978417,0.0,0.0,0.0032701111837802484
74,2959,293,0.7826968570462994,0.2548158161541061,0.9820885434268334,0.5937816830010139,0.08381209868198716,0.09395065900642109
75,3066,306,0.3897586431833007,0.20123939986953684,0.9938030006523157,0.2788649706457926,0.0,0.07436399217221135
76,3059,305,0.0,0.20823798627002288,0.996730957829356,0.0,0.08761033017325924,0.0
77,3152,310,0.0,0.28140862944162437,0.9923857868020305,0.0,0.0,0.08788071065989848
78,2973,296,0.8873192061890346,0.2677430205179953,0.986209216279852,0.8028927009754456,0.0,0.04372687521022536
79,3018,298,0.0,0.21669980119284293,0.9943671305500331,0.0,0.0,0.07620941020543406
80,2618,263,0.18067226890756302,0.2547746371275783,0.9950343773873186,0.12032085561497326,0.0,0.0825057295645531
81,3170,313,0.8009463722397476,0.23438485804416404,0.9952681388012619,0.3741324921135647,0.0,0.0971608832807571
82,3090,312,0.0,0.18802588996763753,0.988673139158576,0.0,0.11844660194174757,0.08770226537216828
83,2917,294,0.0,0.2547137470003428,0.9821734658896126,0.0,0.18615015426808365,0.08501885498800137
84,2881,284,0.0024297119055883376,0.2617146824019438,0.9954876778896217,0.0,0.0,0.08608122179798681
85,2920,286,0.8863013698630137,0.18458904109589042,0.9972602739726028,0.8674657534246575,0.0,0.09280821917808219
86,3093,304,0.5706433882961526,0.22567086970578726,0.9941804073714839,0.40252182347235693,0.0,0.09473003556417717
87,3043,307,0.0,0.2507394019060138,0.9891554387117976,0.0,0.12619125862635558,0.08511337495892211
88,2803,284,0.0,0.2989653942204781,0.9953621120228326,0.0,0.0,0.10203353549768106
89,2863,291,0.07020607754104087,0.24659448131330772,0.9863779252532309,0.030736989172196996,0.21306322039818373,0.046804051694027245
90,2673,264,0.8997381219603442,0.18930041152263374,0.9857837635615413,0.7560793116348672,0.0718294051627385,0.09465020576131687
91,2937,295,0.0,0.264896152536602,0.9948927477017364,0.0,0.0,0.07933265236636024
92,2947,290,0.0,0.27824906684764167,0.989480827960638,0.0,0.0,0.09602986087546658
93,3025,303,0.0,0.22512396694214876,0.9947107438016529,0.0,0.0,0.09355371900826447
94,2754,276,0.0,0.2549019607843137,0.9956427015250545,0.0,0.09586056644880174,0.09586056644880174
95,2812,284,0.0,0.2649359886201991,0.9928876244665719,0.0,0.0,0.08997155049786629
96,2929,297,0.0,0.23557528166609765,0.99078183680437,0.0,0.0,0.09047456469784909
97,2930,285,0.0,0.24095563139931742,0.9969283276450512,0.0,0.1129692832764505,0.08498293515358361
98,3174,316,0.4684940138626339,0.31379962192816635,0.9760554505356017,0.45085066162570886,0.0,0.08128544423440454
99,2832,282,0.0,0.1998587570621469,0.9975282485875706,0.0,0.0,0.09004237288135593
