,Timestamps,Number of Bursts,ISIn,IRT,MI,CMA,RS,PS
0,888,98,0.08344733242134063,0.03283173734610123,0.19835841313269495,0.0,0.0,0.006839945280437756
1,724,77,0.2918918918918919,0.02882882882882883,0.26306306306306304,0.2864864864864865,0.0,0.009009009009009009
2,810,91,0.1295774647887324,0.005633802816901409,0.12112676056338029,0.0,0.0028169014084507044,0.0
3,764,90,0.30017152658662094,0.10634648370497427,0.27958833619210977,0.0,0.0,0.0
4,821,100,0.19129082426127528,0.027993779160186624,0.2581648522550544,0.0,0.0,0.0
5,759,87,0.1777408637873754,0.07142857142857142,0.2425249169435216,0.0,0.0,0.006644518272425249
6,780,91,0.15963855421686746,0.05572289156626506,0.14909638554216867,0.0,0.0,0.0
7,838,92,0.11320754716981132,0.004043126684636119,0.1105121293800539,0.0,0.0,0.0
8,785,89,0.28833333333333333,0.075,0.28,0.0,0.0,0.0
9,761,83,0.22764227642276422,0.06504065040650407,0.1772357723577236,0.0,0.0,0.00975609756097561
10,728,92,0.25177304964539005,0.03900709219858156,0.23404255319148937,0.0,0.0,0.0
11,802,94,0.28664495114006516,0.06514657980456026,0.28501628664495116,0.0,0.0,0.0
12,680,76,0.2678227360308285,0.1233140655105973,0.2658959537572254,0.0,0.0,0.0
13,753,82,0.21901528013582344,0.04923599320882852,0.23938879456706283,0.0,0.0,0.0
14,791,87,0.15396113602391628,0.026905829596412557,0.11659192825112108,0.0,0.0,0.0
15,682,79,0.27099236641221375,0.03244274809160305,0.25,0.0,0.0,0.0
16,814,95,0.25077399380804954,0.08823529411764706,0.22445820433436534,0.0,0.0,0.0
17,754,89,0.1964856230031949,0.012779552715654952,0.16932907348242812,0.0,0.0,0.0
18,830,95,0.29763779527559053,0.03307086614173228,0.27244094488188975,0.09606299212598425,0.0,0.0
19,721,86,0.3058608058608059,0.05128205128205128,0.2783882783882784,0.01282051282051282,0.0,0.0
20,737,83,0.27208480565371024,0.0,0.2667844522968198,0.0,0.0,0.0
21,723,85,0.3,0.08,0.2781818181818182,0.0,0.0,0.0
22,716,82,0.16666666666666666,0.0032679738562091504,0.1388888888888889,0.0,0.0,0.0
23,734,81,0.14285714285714285,0.04975922953451043,0.1476725521669342,0.0,0.0,0.008025682182985553
24,729,81,0.25301204819277107,0.055077452667814115,0.18760757314974183,0.0,0.0,0.0
25,709,83,0.25309734513274335,0.047787610619469026,0.215929203539823,0.0,0.0,0.0
26,761,85,0.26475548060708265,0.08768971332209106,0.22596964586846544,0.0,0.0,0.0
27,792,84,0.19236883942766295,0.07313195548489666,0.24324324324324326,0.0,0.0,0.0
28,809,90,0.24883359253499224,0.04821150855365474,0.21461897356143078,0.0,0.0,0.0
29,750,84,0.28347826086956524,0.10086956521739131,0.2643478260869565,0.0,0.0,0.0
30,749,89,0.2127659574468085,0.008183306055646482,0.18003273322422259,0.0,0.0,0.0
31,740,82,0.1339712918660287,0.05741626794258373,0.14832535885167464,0.0,0.0,0.0
32,764,82,0.2353896103896104,0.021103896103896104,0.21103896103896103,0.0,0.0,0.0
33,696,86,0.16101694915254236,0.06610169491525424,0.14915254237288136,0.0,0.0,0.0
34,683,81,0.14022140221402213,0.06642066420664207,0.23616236162361623,0.0,0.0,0.0
