,Timestamps,Number of Bursts,ISIn,IRT,MI,CMA,RS,PS
0,888,98,0.0,0.17783857729138167,0.920656634746922,0.0,0.0,0.0
1,724,77,0.954954954954955,0.12612612612612611,0.8432432432432433,0.9387387387387387,0.0,0.0
2,810,91,0.0,0.1352112676056338,0.895774647887324,0.0,0.04366197183098591,0.007042253521126761
3,764,90,0.0,0.23156089193825044,0.888507718696398,0.0,0.0,0.008576329331046312
4,821,100,0.0,0.14618973561430793,0.880248833592535,0.0,0.0,0.0
5,759,87,0.0,0.27740863787375414,0.8621262458471761,0.0,0.0,0.0016611295681063123
6,780,91,0.0,0.26957831325301207,0.8704819277108434,0.0,0.0,0.010542168674698794
7,838,92,0.0,0.23045822102425875,0.9056603773584906,0.0,0.0,0.0
8,785,89,0.0,0.28833333333333333,0.855,0.0,0.0,0.011666666666666667
9,761,83,0.0,0.06991869918699187,0.8926829268292683,0.0,0.0,0.0
10,728,92,0.0,0.10283687943262411,0.8563829787234043,0.0,0.0,0.0
11,802,94,0.0,0.10749185667752444,0.8762214983713354,0.0,0.0,0.008143322475570033
12,680,76,0.0,0.1464354527938343,0.8516377649325626,0.0,0.0,0.0
13,753,82,0.0,0.18845500848896435,0.8726655348047538,0.0,0.0,0.008488964346349746
14,791,87,0.0,0.29596412556053814,0.8400597907324364,0.0,0.016442451420029897,0.014947683109118086
15,682,79,0.0,0.25763358778625955,0.8683206106870229,0.0,0.02480916030534351,0.011450381679389313
16,814,95,0.0,0.23529411764705882,0.8622291021671826,0.0,0.015479876160990712,0.0
17,754,89,0.0,0.1853035143769968,0.8562300319488818,0.0,0.0,0.0
18,830,95,0.0,0.17165354330708663,0.8488188976377953,0.3102362204724409,0.0,0.007874015748031496
19,721,86,0.0,0.11904761904761904,0.8443223443223443,0.031135531135531136,0.054945054945054944,0.014652014652014652
20,737,83,0.0,0.14840989399293286,0.8533568904593639,0.0,0.0,0.0088339222614841
21,723,85,0.0,0.16363636363636364,0.8781818181818182,0.0,0.02181818181818182,0.00909090909090909
